,pessoaID,solicitacaoID,historicoID,idadePessoa,salarioAnualPessoa,moradiaPessoa,tempoTrabalhoPessoa,motivoEmprestimo,pontuacaoEmprestimo,totalEmprestimo,taxaJuros,statusInadimplencia,comprometimentoRendaPorcentagem,pessoaInadimplente,tempoUltimaSolicitacaoCredito
9022,lyIwPKNO-2tmM,KR4b8blJ-vP0W,lBZEMguv-WrJO,24.0,39000.0,Aluguel,2.0,Pagamento de débitos,E,16000.0,19.91,1.0,0.41,Y,3
9023,lAUS5gox-9Bhk,2xflh7by-CRJp,ke5oRJKE-3mGm,28.0,78000.0,Hipotecada,7.0,Melhora do lar,B,10000.0,9.91,0.0,0.13,N,5
9024,5qsZMOCt-1tfb,wjeyqWFE-k8Wx,XjM325mk-Kf06,31.0,39000.0,Aluguel,15.0,Pagamento de débitos,C,5200.0,13.48,0.0,0.13,N,9
9025,qmsHbIbK-91yc,lUAbPrqa-b4vj,GG6FUMMG-4ljM,25.0,42000.0,Aluguel,3.0,Empreendimento ,C,10000.0,13.8,1.0,0.24,N,3
9026,RyvhF0MM-d3kb,4AZohNPi-26RO,cgbQ8TL6-qNQu,27.0,55600.0,Própria,2.0,Educativo,B,4200.0,10.37,0.0,0.08,N,9
9027,ejFfJa5T-a7yI,eeMIyOp0-Fl6Q,mclbrtO7-wfox,32.0,95000.0,Hipotecada,3.0,Pessoal,B,18000.0,11.11,0.0,0.19,N,8
9028,0ULKe84J-qnf5,0sm4QPgm-nQ68,vdvM8rP7-3kZe,29.0,89849.0,Hipotecada,13.0,Pessoal,C,6000.0,13.98,0.0,0.07,Y,10
9029,2r62z2Rs-5hFi,uXuQbBJk-ZWxL,EzLGUpHR-x6ut,22.0,89250.0,Hipotecada,6.0,Médico,D,7500.0,13.24,1.0,0.07,Y,2
9030,GvBKlQRo-Nh2m,JZyc56vN-20ix,wGbcYOz8-xOif,25.0,34000.0,Aluguel,0.0,Melhora do lar,C,10000.0,13.79,1.0,0.29,Y,4
9031,mM2gedz8-v762,tTkmNio3-RCg8,ptK58caK-FiBx,36.0,16800.0,Aluguel,2.0,Pessoal,C,1200.0,13.06,0.0,0.07,N,15
9032,g7kvoJKs-aP7q,ticg6MYf-yyXv,IxuL7pyu-PY10,22.0,51168.0,Hipotecada,6.0,Empreendimento ,B,15500.0,10.99,0.0,0.3,N,3
9033,Qwe27psG-kiPm,jwEJGQUD-jrGG,21xQf1Pu-m4wP,22.0,37080.0,Aluguel,6.0,Pessoal,B,2400.0,10.65,1.0,0.06,N,3
9034,kigNs6r5-eE71,9lGPyqP2-hJsi,cGQpuS8W-tfFa,22.0,60350.0,Hipotecada,6.0,Médico,D,35000.0,16.89,1.0,0.49,N,3
9035,6siEXjRn-fLsK,BxwMuLcp-yfpd,kE0BwYXf-BlaI,29.0,50000.0,Hipotecada,9.0,Médico,A,10000.0,7.88,0.0,0.2,N,8
9036,Y1TKOATf-F00j,ebIjsLhh-1hL5,93CuxDH9-cf4h,23.0,70560.0,Aluguel,1.0,Médico,A,9600.0,7.9,0.0,0.14,N,4
9037,A8BmqINM-rLnw,DRITxzHW-6u2i,odtnpAqb-t8jd,24.0,96000.0,Hipotecada,5.0,Pagamento de débitos,A,15000.0,7.51,0.0,0.16,N,4
9038,vxpee7Cp-cBjM,qJjhj8HF-3Jb1,FGFFJUgc-zIUN,22.0,26400.0,Aluguel,0.0,Empreendimento ,A,6000.0,8.59,0.0,0.23,N,3
9039,S0URH7om-sALJ,4f8lu3gl-rilY,0ntBCknY-yrFz,25.0,120000.0,Hipotecada,7.0,Médico,A,4000.0,5.42,0.0,0.03,N,3
9040,xh6kC2tI-tkp4,CdoH7a6U-IdnS,aYxmaWlY-c2dc,24.0,50740.0,Aluguel,0.0,Médico,A,6000.0,9.63,0.0,0.12,N,3
9041,M2DotCgr-y3ZC,IAaXmMyZ-9Q07,4XBzxao1-tR4J,28.0,30000.0,Hipotecada,4.0,Melhora do lar,A,3000.0,6.76,0.0,0.1,N,9
9042,DeeHthzl-bvrn,kphSlgTi-K5RM,cOJBlCHZ-zP6x,28.0,44000.0,Aluguel,5.0,Pessoal,C,16000.0,13.48,1.0,0.36,N,6
9043,1TBm8nKN-ht0z,3kPloSlQ-tD11,H7X71Jxq-6y0I,29.0,50000.0,Hipotecada,5.0,Pessoal,B,8000.0,10.37,0.0,0.16,N,7
9044,pQowWIzJ-LrTj,sUCLQUS5-oESn,gfuIaLpW-fCam,28.0,50000.0,Aluguel,12.0,Pagamento de débitos,B,10000.0,10.74,0.0,0.2,N,8
9045,lbLUzebn-1bsY,JqR0n7JI-KjEZ,zl9Ej3Rn-q3W3,41.0,48000.0,Aluguel,0.0,Médico,A,11000.0,7.66,0.0,0.23,N,15
9046,5xQMuiSy-t5Xs,l7QhGRMT-a0GF,9qbiWH40-hYCT,33.0,44400.0,Hipotecada,3.0,Empreendimento ,C,2000.0,14.22,1.0,0.05,Y,9
9047,8cvYgk9d-v6rZ,sznhYDGb-uYlL,US8Al9T1-QcaB,24.0,40000.0,Hipotecada,4.0,Médico,B,3500.0,8.88,0.0,0.09,N,2
9048,jdXS1ERa-AqX2,DPJcKlsz-gGmk,dQo1P6oB-0Fj9,26.0,21000.0,Aluguel,3.0,Pessoal,B,3000.0,10.59,0.0,0.14,N,2
9049,CZTDIe4F-kP3d,YUJaPLxQ-Brn1,zGTjZyKw-eGO6,27.0,130000.0,Aluguel,11.0,Educativo,C,12000.0,15.23,0.0,0.09,Y,10
9050,KT185wdw-MKqI,tDeztiYn-GTiR,SKM46WNJ-pzvW,26.0,31200.0,Aluguel,4.0,Empreendimento ,B,2500.0,10.37,0.0,0.08,N,3
9051,xq8FbSXa-dQGn,JoQgIIDZ-qGNe,BiHljUl7-5DmH,34.0,60000.0,Aluguel,2.0,Médico,A,15000.0,7.88,0.0,0.25,N,7
9052,UdEtW73X-gzS6,hlclZlzi-ymYp,duwgZ6en-JZ3N,27.0,31000.0,Própria,3.0,Melhora do lar,B,5500.0,10.65,0.0,0.18,N,7
9053,4Myn26rJ-Wst9,ndozDNLl-o0B5,vh63g7Ep-7HF5,30.0,75000.0,Aluguel,9.0,Pessoal,D,25000.0,15.2,1.0,0.33,N,5
9054,CR3bualp-FpME,2SfHCNTp-GHDi,ZbUAYL9t-5S7n,31.0,69000.0,Aluguel,2.0,Pessoal,A,14000.0,6.03,0.0,0.2,N,10
9055,2GeyxjEe-CZYi,vmtsT34y-6gzX,A7CBuwHw-2A51,27.0,125000.0,Hipotecada,11.0,Médico,B,30000.0,10.99,0.0,0.24,N,10
9056,zZ8lnHaG-rZAu,rs1TN8me-Dtzu,TSua8KDw-zvnY,27.0,41004.0,Aluguel,11.0,Médico,B,7800.0,11.14,0.0,0.19,N,7
9057,gwenhD6i-SWQe,mtonAFGF-Uctj,pUmyZ9KP-NjcM,21.0,30000.0,Aluguel,2.0,Educativo,B,1200.0,9.62,0.0,0.04,N,3
9058,nBPJPttS-NnBv,HkKYTbf9-QlP3,9olIC3lj-lUWu,37.0,68480.0,Aluguel,2.0,Médico,C,3600.0,15.23,0.0,0.05,Y,11
9059,iroB2zl6-zDPm,ce2vYvWB-tSdX,0GOHJ28h-TXxQ,30.0,50600.0,Aluguel,1.0,Pagamento de débitos,C,12000.0,13.48,0.0,0.24,N,6
9060,ytGeFfy2-MncN,tAjsqsdy-D1bo,zOZrKo2W-0XHo,39.0,55000.0,Hipotecada,8.0,Pessoal,A,10000.0,5.42,0.0,0.18,N,16
9061,0veLnCE1-qz7p,AbGMxS3c-g0Xh,GlZmLxMK-IaJm,41.0,47000.0,Própria,2.0,Pessoal,A,14000.0,7.88,0.0,0.3,N,12
9062,ZtFKaHYz-EfwS,UrSDOZmq-SHv8,GDPH8bRr-rfBD,29.0,73000.0,Aluguel,7.0,Pagamento de débitos,C,2500.0,14.35,0.0,0.03,Y,8
9063,8Tgc71Yl-DXLH,Xd4sIJPI-OwaE,TAi4pRFP-t7kv,32.0,37000.0,Aluguel,4.0,Médico,B,6000.0,10.36,0.0,0.16,N,6
9064,1hEuiI9M-mr1Z,QUpz1A64-MAFf,t1SG0TRi-UM6s,30.0,65000.0,Aluguel,1.0,Pessoal,B,12000.0,11.49,0.0,0.18,N,7
9065,NgHLtAKc-FaPI,saRubuLG-56T3,B6wMItGR-dQ55,42.0,97000.0,Hipotecada,13.0,Pessoal,C,1500.0,15.96,0.0,0.02,Y,16
9066,pJi3yNTL-7lUA,dE6ylTr0-GYCh,DxxwJrsj-E8o1,33.0,54000.0,Hipotecada,7.0,Empreendimento ,C,7500.0,13.22,0.0,0.14,N,10
9067,lW6fhKLF-Ia1j,7Wd2pcM1-2AnX,JBAMdwTp-9zJG,25.0,48500.0,Outro,1.0,Pessoal,E,19500.0,15.57,1.0,0.4,N,3
9068,uQnmdty9-k5sU,8vbWxG4I-ooMf,ODGgvcl9-CHSo,41.0,57000.0,Aluguel,3.0,Pessoal,D,1200.0,15.99,0.0,0.02,Y,12
9069,bfSqHMzt-4bjx,Kb6nPAD8-rsYp,P48mzuh0-lz7d,21.0,35004.0,Própria,0.0,Educativo,D,3000.0,15.58,0.0,0.09,N,3
9070,MKfuknSh-bsHu,CzBKrlJ8-ZuBH,03eOXaat-XXnM,32.0,73200.0,Hipotecada,1.0,Pessoal,B,7200.0,10.2,0.0,0.1,N,7
9071,ytbpcKTH-tlBB,WRbFhSng-SpLX,RsEeAjEz-U3NJ,24.0,101000.0,Própria,5.0,Empreendimento ,B,24250.0,12.53,0.0,0.24,N,3
9072,ZW3AnZE7-BAeF,zRF27oKD-jf1I,N9z8DiT2-jRRv,36.0,50000.0,Aluguel,4.0,Melhora do lar,A,15000.0,8.9,0.0,0.3,N,14
9073,h3egP18H-IHxH,m5pqgW7r-xmoZ,bp1zpWN0-2H6K,22.0,40000.0,Hipotecada,1.0,Educativo,A,4800.0,5.42,0.0,0.12,N,2
9074,eKB9qF4r-MWJd,UrZ9dtIl-RJyn,9YLrchAM-WvOS,28.0,30000.0,Hipotecada,8.0,Pagamento de débitos,A,3000.0,7.29,0.0,0.1,N,7
9075,hmw9wP67-7Ii7,D0LzvCTj-T9CS,Ev6UvPGz-Yfe7,45.0,48000.0,Hipotecada,8.0,Melhora do lar,A,8000.0,9.63,0.0,0.17,N,13
9076,gKE1MqtX-a1Bj,5puaipom-DXJk,RyUFKaUt-RHG3,28.0,140000.0,Aluguel,3.0,Educativo,B,12000.0,9.91,0.0,0.09,N,10
9077,NiI4o1Wg-6ahn,xh6OWzcG-9U4e,gdN4ZP51-RRdG,24.0,92000.0,Hipotecada,7.0,Pessoal,B,15000.0,11.11,0.0,0.16,N,4
9078,zUy1HMeu-PxXB,8JGh2u0v-SUwC,aEAZucSL-GTJN,27.0,28500.0,Hipotecada,6.0,Empreendimento ,A,2600.0,7.74,0.0,0.09,N,7
9079,zf1DiwR0-ajKm,h2er7Nrw-cwmr,PM9f9kkb-sWyL,33.0,66000.0,Aluguel,2.0,Empreendimento ,D,6400.0,14.96,1.0,0.1,N,6
9080,djmc02UF-IeRW,SI1BsLNR-qkxY,foco6mqS-3Xsg,25.0,80004.0,Aluguel,5.0,Melhora do lar,B,10000.0,9.62,0.0,0.12,N,4
9081,aUOl3BDC-Tp4I,kUtEUBwc-DRZ2,8dQsbn0T-U51t,24.0,36500.0,Hipotecada,3.0,Empreendimento ,B,2500.0,10.37,0.0,0.07,N,3
9082,LWZ5TNbP-ZskK,ZzJPCAoB-gxpU,jOKchu7I-xuGG,34.0,15523.0,Própria,1.0,Empreendimento ,A,3800.0,7.49,1.0,0.24,N,9
9083,cA0mJclu-2Oiw,voawhJDG-fymb,aIfztnds-GDaH,23.0,55000.0,Aluguel,7.0,Empreendimento ,C,8000.0,13.11,0.0,0.15,N,3
9084,RDuvKCqq-lFvg,xdjEK5fX-H1Lv,huTtGLnc-Fjb1,32.0,120000.0,Hipotecada,16.0,Empreendimento ,B,5600.0,10.75,0.0,0.05,N,8
9085,QKgscOJU-FnoR,8aXy38H4-XpvB,6UivebWJ-qUmh,22.0,120000.0,Hipotecada,5.0,Médico,A,18000.0,8.94,0.0,0.15,N,3
9086,LNEn2uT4-it1e,QYR4UTYa-knKO,0XkBgC1y-IWPU,22.0,107000.0,Hipotecada,6.0,Melhora do lar,E,24000.0,19.69,1.0,0.22,Y,4
9087,c6jX0hf2-vixp,YbfQTMNT-hW4o,orlOEMdp-ehzs,28.0,51000.0,Hipotecada,1.0,Pessoal,A,4775.0,7.49,1.0,0.09,N,6
9088,U6X75iNO-K49L,xxklNKmF-Uvt0,kc8L7Bx1-8upb,23.0,55488.0,Aluguel,4.0,Médico,D,5000.0,15.21,1.0,0.08,N,2
9089,qfJM40S1-dYHU,UYZ17LUY-SKQ9,KDeoZlPY-64b2,62.0,60000.0,Hipotecada,5.0,Pessoal,A,16000.0,8.9,0.0,0.27,N,19
9090,m8L35Htc-wyH7,6BTtJIu5-9r0X,w0gK4OaM-P5Ox,25.0,44000.0,Aluguel,9.0,Médico,A,9000.0,7.29,0.0,0.2,N,3
9091,o30ZR3aw-LRfH,oXLnKBnv-FJso,WpdktDQr-7ErD,26.0,59500.0,Hipotecada,9.0,Pagamento de débitos,A,12000.0,6.62,0.0,0.2,N,4
9092,Ihs9GJaT-XUaN,oj27X5qG-Xttn,jm7hh9ap-5eOU,22.0,54000.0,Aluguel,0.0,Médico,A,14000.0,7.14,0.0,0.26,N,2
9093,N2ShRHlr-FeoG,mSqF9YzF-y7I8,ZUj0Nahh-FChs,26.0,20000.0,Hipotecada,5.0,Médico,A,4800.0,5.99,0.0,0.24,N,3
9094,r7ZEGtfE-kZfL,UPLWxiCr-JO4G,YF0iNtTi-6QFn,27.0,25200.0,Aluguel,2.0,Empreendimento ,A,1800.0,6.76,0.0,0.07,N,10
9095,p2gNZAWx-2fCs,hhEhtqyM-Nw9S,cDBzqeMb-ktTd,30.0,275000.0,Hipotecada,14.0,Educativo,B,7000.0,11.71,0.0,0.03,N,10
9096,qxB0ST6M-XsgH,S35ecMvr-h8ub,42rnuz58-NDuc,69.0,37000.0,Aluguel,6.0,Médico,D,10750.0,14.59,0.0,0.29,Y,27
9097,Mi4Jip3o-vkyu,Gn0dbNUQ-FS5K,oGD4tXl7-fCc0,24.0,56000.0,Aluguel,8.0,Empreendimento ,D,21250.0,15.95,1.0,0.38,Y,3
9098,oPYhdANN-uI6i,NqYf197n-HW7p,uHxcwPmt-JKPr,24.0,55000.0,Aluguel,4.0,Empreendimento ,A,5000.0,8.0,0.0,0.09,N,3
9099,D857248z-3E9z,MuQUMI38-QDyT,IWWRKBfF-qlqY,34.0,27852.0,Própria,0.0,Pessoal,C,4200.0,12.84,0.0,0.15,N,8
9100,nTOKgZCT-YPUD,t9dKvc6a-4eAL,IEHObaim-KPC9,29.0,115000.0,Hipotecada,3.0,Médico,C,22000.0,15.23,0.0,0.19,Y,7
9101,C3Hl2Xtc-NnMz,zDNbfslP-pHHe,mh21FEKr-q392,24.0,79800.0,Aluguel,8.0,Melhora do lar,B,2500.0,9.62,0.0,0.03,N,2
9102,ulk1Ksv5-lSoJ,AICFPW2P-7n8K,IS1B2GRp-poWK,22.0,42000.0,Aluguel,6.0,Médico,D,25000.0,14.59,1.0,0.6,Y,2
9103,x7aFISAN-Tkl5,SuHIhz2q-3ZPW,FLr1FbN9-zRW3,25.0,58000.0,Aluguel,5.0,Empreendimento ,A,6900.0,7.66,0.0,0.12,N,4
9104,P1Su4FuK-yIp8,d5I87BYk-S8RK,wL2DXxkg-0nut,33.0,115000.0,Aluguel,9.0,Melhora do lar,C,7500.0,11.03,0.0,0.07,Y,8
9105,HRXbgMBe-dW6t,Edi2tPGT-bMAf,q9A4l7ru-Qqjn,23.0,38667.0,Hipotecada,2.0,Médico,C,4800.0,11.91,0.0,0.12,N,4
9106,rKMvi4Dp-2AwE,IWQLuUbE-lUFx,SpX1Ea4v-0aXz,23.0,70000.0,Aluguel,3.0,Educativo,A,12000.0,7.9,0.0,0.17,N,2
9107,7IQBY8fl-rrta,zM1yhqaY-aRIa,Di78FrCe-ww9t,31.0,63324.0,Hipotecada,8.0,Pagamento de débitos,B,24000.0,11.83,0.0,0.38,N,6
9108,z6MrMnk8-jWiM,KfvAeja9-NDdJ,tXHQpLEA-S4uq,26.0,50000.0,Aluguel,0.0,Médico,C,13000.0,12.09,0.0,0.26,N,3
9109,GF7QwmeR-sWLX,Ic2sC1Fp-2WoA,k5N0ilhW-WcEH,31.0,36000.0,Aluguel,4.0,Médico,C,4000.0,13.8,0.0,0.11,Y,9
9110,jjMFyZIv-sBi1,ADYcv0Pd-WRBR,yQfShmqh-iNS7,28.0,159000.0,Aluguel,5.0,Pessoal,D,6000.0,15.95,1.0,0.04,N,10
9111,vWU9daSB-j8dl,c2oiPkzH-bNzv,hmLFyYXf-PDzt,31.0,66000.0,Aluguel,11.0,Melhora do lar,B,10500.0,12.69,0.0,0.16,N,10
9112,Pb3LB2h6-m0gQ,IAifDsyh-GvOl,1idXwZhA-frRt,23.0,50000.0,Hipotecada,3.0,Médico,B,10000.0,10.99,0.0,0.2,N,3
9113,J52rc1ks-Pmkl,MakJbTPp-Ib3L,xpsnZmqm-DMAx,27.0,18835.0,Aluguel,2.0,Médico,D,6000.0,16.49,1.0,0.32,Y,8
9114,LWD4fqKB-Yrfj,7gy2kSyK-20fZ,04dHxNbw-Gt7l,26.0,46000.0,Hipotecada,8.0,Pagamento de débitos,B,7000.0,9.99,1.0,0.15,N,4
9115,B2zOd8zf-aHRf,9IDf3SC7-1AUL,OXsw95dj-hoLI,24.0,28800.0,Aluguel,3.0,Pagamento de débitos,C,9250.0,13.57,1.0,0.32,N,3
9116,WEichDR3-w2jx,e1SA2jbk-Tdlm,14u2dQ3a-cvSc,24.0,37004.0,Aluguel,2.0,Empreendimento ,D,5500.0,15.05,1.0,0.15,N,4
9117,HcSSfsRl-WSdP,BjXLfKfC-2i4L,mmHcsrtf-zEzP,24.0,50000.0,Aluguel,4.0,Pagamento de débitos,B,3600.0,11.36,0.0,0.07,N,3
9118,sIO1yO18-p4C1,C940475L-zWeH,wpsBJBm4-HK4y,42.0,55308.0,Própria,8.0,Empreendimento ,B,2000.0,11.49,0.0,0.04,N,15
9119,77a52n1S-5cj5,58HP2X9p-onDm,ex2cUSz0-EsKk,24.0,54000.0,Aluguel,8.0,Médico,C,1500.0,14.17,0.0,0.03,Y,2
9120,e6p6o5sY-RQe8,pwGrgtKR-7WRM,whC441vJ-ImtX,26.0,80500.0,Hipotecada,9.0,Melhora do lar,B,11000.0,12.53,0.0,0.14,N,3
9121,U96kyUSt-5zP8,UWQ8fXw3-UEos,Lxjf4iZA-kqH2,23.0,60000.0,Hipotecada,7.0,Educativo,A,10750.0,7.88,0.0,0.18,N,3
9122,v0bZ8uAY-hxvk,Whr56GP6-egwr,UjTc82nd-qwG2,30.0,75000.0,Aluguel,2.0,Médico,C,6000.0,12.68,0.0,0.08,N,8
9123,YneXxspi-5PQk,N0syKjMB-OBTN,uzTPUzmM-IWSi,24.0,24000.0,Própria,3.0,Educativo,C,3000.0,13.98,0.0,0.13,N,2
9124,2mYFpZie-awHI,OG3lUkqF-RYqF,xxLsz551-Hwoy,23.0,40000.0,Aluguel,1.0,Empreendimento ,B,15000.0,11.71,1.0,0.38,N,3
9125,u6PzaiBC-RU1E,n4qZjUM9-zkO1,M8hH6qYY-LNjq,23.0,33000.0,Aluguel,0.0,Pagamento de débitos,A,3725.0,6.54,0.0,0.11,N,2
9126,rTRpaWMl-r3w3,ab3AEnjQ-WLnG,1ocGEakI-LORC,24.0,62004.0,Aluguel,6.0,Empreendimento ,A,14000.0,8.59,0.0,0.23,N,4
9127,IMAYrnpB-wdH3,4wh1PR17-uGsx,Z80SmiY0-5Q2e,21.0,10560.0,Própria,5.0,Empreendimento ,B,1000.0,10.36,0.0,0.09,N,4
9128,rXotfNA0-KG5l,ZLz8iOxN-SfZC,5RDbDHlF-bS2a,25.0,60000.0,Hipotecada,5.0,Melhora do lar,D,3000.0,14.59,0.0,0.05,Y,3
9129,yi6QBrvL-PCrw,P2EheXYc-DWtf,JsQYfa7a-Tlqs,21.0,84400.0,Própria,2.0,Empreendimento ,A,12000.0,8.94,0.0,0.14,N,3
9130,8cqMGfLu-Dri8,HOkJbRcb-krLa,AL3NF0Ny-hQqN,25.0,96000.0,Hipotecada,9.0,Pagamento de débitos,B,18250.0,11.11,0.0,0.19,N,4
9131,XH0mQTi1-wXTN,Nw5Lweva-q4wT,WjFnXxib-8pDF,24.0,34000.0,Hipotecada,1.0,Pagamento de débitos,D,7000.0,14.09,1.0,0.21,N,2
9132,nH4ms8Ea-qq0U,BxSvwzlF-4CpT,llmaYKlw-iW8p,23.0,137000.0,Hipotecada,0.0,Educativo,A,11400.0,9.63,0.0,0.08,N,2
9133,d4jE1NF4-CnH9,JRGECnxN-IQ8l,HtFlBs2M-GCOn,25.0,74678.0,Hipotecada,9.0,Pagamento de débitos,B,4000.0,10.62,0.0,0.05,N,2
9134,79MuZECU-yaA4,B5cpTv3D-BSN7,R24uSYEK-Xe47,23.0,63000.0,Aluguel,0.0,Educativo,D,16000.0,14.42,1.0,0.25,N,3
9135,4lYeiWLm-P0QY,UFYAZiMe-d1Lo,jqGfQoOO-HquX,22.0,40000.0,Aluguel,6.0,Educativo,D,7200.0,17.58,0.0,0.18,Y,2
9136,s8qSdnj8-SHWS,YqBK62yv-Y6SB,iT3DsJke-i8Rq,37.0,60000.0,Hipotecada,4.0,Pagamento de débitos,C,12000.0,12.73,0.0,0.2,N,15
9137,Y6eBIEbW-qY9I,0yujMc6U-EDXU,25I2wYMF-xXP0,31.0,38000.0,Própria,1.0,Pessoal,D,13750.0,15.21,0.0,0.36,N,5
9138,1hx0Wwh2-yhSE,4kXl334f-sl9O,qJaxO762-ZPi8,27.0,50000.0,Hipotecada,0.0,Empreendimento ,A,12000.0,6.62,0.0,0.24,N,8
9139,IcXIOTZr-GpMJ,CUGMWpN0-bWzb,tx1RtmkC-TX5w,28.0,70000.0,Própria,4.0,Pessoal,D,25000.0,15.57,0.0,0.36,N,9
9140,OSL44nM6-rTTU,kHL3Se5E-uTjw,DiARF7DH-Ydmj,25.0,53000.0,Hipotecada,9.0,Empreendimento ,C,12375.0,13.49,0.0,0.23,Y,3
9141,3fBBoNOi-CGWo,tyZCzHTe-6nOZ,k6jBU8Gk-cAkN,23.0,63000.0,Hipotecada,7.0,Médico,A,9700.0,5.99,0.0,0.15,N,4
9142,aXe7PbQf-61zb,Rz9mOBWJ-QTCB,0fSx4c6e-ALJA,34.0,195000.0,Hipotecada,14.0,Empreendimento ,C,6000.0,14.27,0.0,0.03,N,8
9143,ZLtaClY6-T3E0,11oHmmbG-800k,ggq80zsE-8EtG,23.0,189996.0,Própria,0.0,Pessoal,B,24000.0,11.83,0.0,0.13,N,3
9144,DmkXsK6w-sit6,9IAG1LyA-031L,hQPXQbCm-U5lp,28.0,60000.0,Aluguel,4.0,Educativo,A,10000.0,6.54,0.0,0.17,N,6
9145,d0u3hUp1-QG3l,INjdei3h-vr69,uLAUL8Z7-Urw3,28.0,25000.0,Aluguel,0.0,Educativo,A,7000.0,6.92,0.0,0.28,N,7
9146,wTBrY3Cp-opX3,xEKdIH0k-oPuD,2Ah4iSQv-g3kX,23.0,42996.0,Aluguel,2.0,Educativo,C,6000.0,12.84,0.0,0.14,Y,2
9147,rdPAJruf-sgpj,DzW6uI7u-5gwi,BrqIYKBc-SkUM,26.0,36000.0,Hipotecada,3.0,Melhora do lar,A,5400.0,7.51,0.0,0.15,N,4
9148,1O9mHRBu-iGaq,dfhGyuNd-ChDS,JmCekjYu-Umce,22.0,41300.0,Aluguel,6.0,Educativo,B,4800.0,11.89,0.0,0.12,N,3
9149,rDYr7wZ1-m1tT,47Ne1nDG-Ol5q,LYtz2Gnu-16d5,23.0,36300.0,Aluguel,0.0,Empreendimento ,A,4000.0,7.68,0.0,0.11,N,2
9150,5HzDGvIB-p5yc,thvJIfgT-njB3,MW3kRfb7-5BhB,21.0,44000.0,Hipotecada,5.0,Empreendimento ,D,7500.0,12.92,1.0,0.17,N,4
9151,YZwIymiq-4sL9,WbmPH638-SEAX,UHtNBZvG-zMvQ,22.0,65000.0,Aluguel,1.0,Pagamento de débitos,B,10000.0,10.0,0.0,0.15,N,2
9152,lhIpST7c-ojjA,dGp3sjBe-1Hbm,k5FBZbfr-WG0f,24.0,52000.0,Hipotecada,3.0,Empreendimento ,A,3500.0,6.76,0.0,0.07,N,3
9153,ytHtgLYi-NgyY,TfQl6b0n-lfoB,JUZhKzhJ-RELE,24.0,45996.0,Aluguel,3.0,Educativo,E,12000.0,15.68,0.0,0.26,Y,3
9154,HfatXsLU-ewpG,gBpBWO7z-u5cs,hOcSD3mU-MDm3,24.0,35000.0,Hipotecada,6.0,Empreendimento ,B,8575.0,10.65,0.0,0.24,N,3
9155,caPt0g5L-JyHY,Y1ddPUrH-bEom,oAfjgrd1-qmgn,58.0,45000.0,Hipotecada,3.0,Pessoal,A,3500.0,6.76,0.0,0.08,N,20
9156,nHHR2QzZ-YwH1,0dfI0oUw-xf6Y,Soq5l1to-XPH1,24.0,54000.0,Aluguel,3.0,Médico,C,2400.0,13.49,1.0,0.04,Y,4
9157,QO2JTh8M-Xle9,aygdPAXz-49vw,oA4KeQI0-FLgl,22.0,30000.0,Aluguel,4.0,Educativo,B,12000.0,10.62,1.0,0.4,N,3
9158,7ai7Tjyc-iyd9,qZKJPsdl-TcTr,oSOExRxj-p9Ta,27.0,39000.0,Aluguel,3.0,Pagamento de débitos,C,16000.0,12.73,1.0,0.41,N,8
9159,aUGMp45p-TmjN,Y6ZMrj0D-CWgy,Pur14sp2-8iaQ,22.0,30000.0,Aluguel,2.0,Pagamento de débitos,B,8000.0,11.11,1.0,0.27,N,3
9160,szBiSrBc-tTLT,kHI5sUwO-dW9E,eYRAAbyu-WFtA,25.0,40000.0,Aluguel,5.0,Pessoal,A,6000.0,7.88,0.0,0.15,N,4
9161,NrwLSUcb-Hjmt,Hkn92xbO-Xb1U,YOeS7LvH-Us3p,24.0,80004.0,Hipotecada,8.0,Empreendimento ,A,6000.0,8.63,0.0,0.07,N,4
9162,4nL8x8bL-7nzY,YaQzbiyK-HvsA,HO2BZ558-bZxZ,28.0,50000.0,Aluguel,2.0,Educativo,B,15200.0,10.25,0.0,0.3,N,10
9163,MdpmtkUS-aJKX,bga816hO-SySY,mrt2gvPo-p3Mc,42.0,175000.0,Hipotecada,12.0,Pessoal,C,7000.0,12.99,0.0,0.04,Y,13
9164,gg5Gdf69-xg3m,u16cwAvw-gDlz,2TSgcRxF-saSY,27.0,44000.0,Hipotecada,3.0,Educativo,C,5700.0,13.23,0.0,0.13,Y,9
9165,EJqCF0qr-cD3p,77cv4bYh-GN0x,l9NCWQD4-B7MR,23.0,120000.0,Aluguel,7.0,Pessoal,B,13000.0,11.71,0.0,0.11,N,4
9166,GM33u4h2-Z188,RegNTqZO-CZty,1XHFUKqI-EqRF,27.0,15000.0,Aluguel,2.0,Educativo,C,3000.0,13.23,1.0,0.2,N,7
9167,t7yKSUdk-HzXR,MfISgA4y-iZxF,ZCA8nxUf-Xd9r,23.0,50000.0,Aluguel,1.0,Pagamento de débitos,A,3000.0,8.49,0.0,0.06,N,2
9168,7pl14bha-9F71,llU8aN7A-zJNG,0397UZJU-8cxv,23.0,35000.0,Aluguel,5.0,Pagamento de débitos,A,7000.0,6.03,0.0,0.2,N,2
9169,80uxBJA3-wjKe,FE16R7hH-JtJ9,SMewBMbL-KQmQ,33.0,82000.0,Aluguel,5.0,Empreendimento ,C,15000.0,14.35,0.0,0.18,N,7
